payment_id,subscription_id,user_id,payment_date,amount,currency,payment_status,payment_method,invoice_period_start,invoice_period_end
P_000065,S_000005,U_000003,2023-07-24,150.0,ZAR,paid,eft,2023-07-24,2023-08-23
P_000066,S_000005,U_000003,2023-08-23,150.0,ZAR,paid,eft,2023-08-23,2023-09-22
P_000067,S_000005,U_000003,2023-09-22,150.0,ZAR,paid,paypal,2023-09-22,2023-10-22
P_000068,S_000005,U_000003,2023-10-22,150.0,ZAR,paid,eft,2023-10-22,2023-11-21
P_000069,S_000005,U_000003,2023-11-21,0.0,ZAR,failed,eft,2023-11-21,2023-12-21
P_000070,S_000005,U_000003,2023-12-21,0.0,ZAR,failed,eft,2023-12-21,2024-01-20
P_000071,S_000005,U_000003,2024-01-20,150.0,ZAR,paid,eft,2024-01-20,2024-02-19
P_000072,S_000005,U_000003,2024-02-19,150.0,ZAR,paid,eft,2024-02-19,2024-03-20
P_000073,S_000005,U_000003,2024-03-20,150.0,ZAR,paid,paypal,2024-03-20,2024-04-19
P_000074,S_000005,U_000003,2024-04-19,150.0,ZAR,paid,paypal,2024-04-19,2024-05-19
P_000075,S_000005,U_000003,2024-05-19,0.0,ZAR,failed,card,2024-05-19,2024-06-18
P_000076,S_000006,U_000004,2024-05-14,900.0,ZAR,paid,paypal,2024-05-14,2024-06-13
P_000077,S_000006,U_000004,2024-06-13,900.0,ZAR,paid,eft,2024-06-13,2024-07-13
P_000078,S_000006,U_000004,2024-07-13,900.0,ZAR,paid,card,2024-07-13,2024-08-12
P_000079,S_000006,U_000004,2024-08-12,900.0,ZAR,paid,paypal,2024-08-12,2024-09-11
P_000080,S_000006,U_000004,2024-09-11,900.0,ZAR,paid,eft,2024-09-11,2024-10-11
P_000081,S_000006,U_000004,2024-10-11,900.0,ZAR,paid,paypal,2024-10-11,2024-11-10
P_000082,S_000006,U_000004,2024-11-10,900.0,ZAR,paid,card,2024-11-10,2024-12-10
P_000083,S_000006,U_000004,2024-12-10,900.0,ZAR,paid,card,2024-12-10,2025-01-09
P_000084,S_000007,U_000005,2022-07-11,350.0,ZAR,paid,eft,2022-07-11,2022-08-10
P_000085,S_000007,U_000005,2022-08-10,0.0,ZAR,failed,paypal,2022-08-10,2022-09-09
P_000086,S_000007,U_000005,2022-09-09,0.0,ZAR,failed,card,2022-09-09,2022-10-09
P_000087,S_000007,U_000005,2022-10-09,350.0,ZAR,paid,paypal,2022-10-09,2022-11-08
P_000088,S_000007,U_000005,2022-11-08,0.0,ZAR,failed,eft,2022-11-08,2022-12-08
P_000089,S_000007,U_000005,2022-12-08,350.0,ZAR,paid,paypal,2022-12-08,2023-01-07
P_000090,S_000007,U_000005,2023-01-07,350.0,ZAR,paid,paypal,2023-01-07,2023-02-06
P_000091,S_000007,U_000005,2023-02-06,350.0,ZAR,paid,paypal,2023-02-06,2023-03-08
P_000092,S_000007,U_000005,2023-03-08,350.0,ZAR,paid,paypal,2023-03-08,2023-04-07
P_000093,S_000007,U_000005,2023-04-07,350.0,ZAR,paid,eft,2023-04-07,2023-05-07
P_000094,S_000007,U_000005,2023-05-07,350.0,ZAR,paid,eft,2023-05-07,2023-06-06
P_000095,S_000007,U_000005,2023-06-06,350.0,ZAR,paid,card,2023-06-06,2023-07-06
P_000096,S_000007,U_000005,2023-07-06,350.0,ZAR,paid,eft,2023-07-06,2023-08-05
P_000097,S_000007,U_000005,2023-08-05,350.0,ZAR,paid,card,2023-08-05,2023-09-04
P_000098,S_000007,U_000005,2023-09-04,350.0,ZAR,paid,paypal,2023-09-04,2023-10-04
P_000099,S_000007,U_000005,2023-10-04,350.0,ZAR,paid,card,2023-10-04,2023-11-03
P_000100,S_000007,U_000005,2023-11-03,350.0,ZAR,paid,eft,2023-11-03,2023-12-03
P_000101,S_000007,U_000005,2023-12-03,0.0,ZAR,failed,paypal,2023-12-03,2024-01-02
P_000102,S_000007,U_000005,2024-01-02,0.0,ZAR,failed,card,2024-01-02,2024-02-01
P_000103,S_000007,U_000005,2024-02-01,350.0,ZAR,paid,paypal,2024-02-01,2024-03-02
P_000104,S_000007,U_000005,2024-03-02,350.0,ZAR,paid,paypal,2024-03-02,2024-04-01
P_000105,S_000008,U_000006,2024-10-31,900.0,ZAR,paid,card,2024-10-31,2024-11-30
P_000106,S_000008,U_000006,2024-11-30,900.0,ZAR,paid,eft,2024-11-30,2024-12-30
P_000107,S_000008,U_000006,2024-12-30,900.0,ZAR,paid,eft,2024-12-30,2025-01-29
P_000108,S_000009,U_000006,2024-10-31,150.0,ZAR,paid,card,2024-10-31,2024-11-30
P_000109,S_000009,U_000006,2024-11-30,150.0,ZAR,paid,card,2024-11-30,2024-12-30
P_000110,S_000009,U_000006,2024-12-30,150.0,ZAR,paid,card,2024-12-30,2025-01-29
P_000111,S_000010,U_000007,2023-02-12,0.0,ZAR,failed,eft,2023-02-12,2023-03-14
P_000112,S_000010,U_000007,2023-03-14,350.0,ZAR,paid,eft,2023-03-14,2023-04-13
P_000113,S_000010,U_000007,2023-04-13,350.0,ZAR,paid,paypal,2023-04-13,2023-05-13
P_000114,S_000010,U_000007,2023-05-13,0.0,ZAR,failed,card,2023-05-13,2023-06-12
P_000115,S_000010,U_000007,2023-06-12,350.0,ZAR,paid,card,2023-06-12,2023-07-12
P_000116,S_000010,U_000007,2023-07-12,350.0,ZAR,paid,eft,2023-07-12,2023-08-11
P_000117,S_000010,U_000007,2023-08-11,350.0,ZAR,paid,card,2023-08-11,2023-09-10
P_000118,S_000010,U_000007,2023-09-10,350.0,ZAR,paid,card,2023-09-10,2023-10-10
P_000119,S_000010,U_000007,2023-10-10,0.0,ZAR,refunded,eft,2023-10-10,2023-11-09
P_000120,S_000010,U_000007,2023-11-09,350.0,ZAR,paid,paypal,2023-11-09,2023-12-09
P_000121,S_000010,U_000007,2023-12-09,350.0,ZAR,paid,eft,2023-12-09,2024-01-08
P_000122,S_000011,U_000008,2023-03-28,350.0,ZAR,paid,eft,2023-03-28,2023-04-27
P_000123,S_000011,U_000008,2023-04-27,350.0,ZAR,paid,card,2023-04-27,2023-05-27
P_000124,S_000011,U_000008,2023-05-27,350.0,ZAR,paid,paypal,2023-05-27,2023-06-26
P_000125,S_000011,U_000008,2023-06-26,350.0,ZAR,paid,paypal,2023-06-26,2023-07-26
P_000126,S_000011,U_000008,2023-07-26,350.0,ZAR,paid,eft,2023-07-26,2023-08-25
P_000127,S_000011,U_000008,2023-08-25,350.0,ZAR,paid,card,2023-08-25,2023-09-24
P_000128,S_000011,U_000008,2023-09-24,350.0,ZAR,paid,eft,2023-09-24,2023-10-24
P_000129,S_000011,U_000008,2023-10-24,350.0,ZAR,paid,paypal,2023-10-24,2023-11-23
P_000130,S_000011,U_000008,2023-11-23,0.0,ZAR,failed,paypal,2023-11-23,2023-12-23
P_000131,S_000011,U_000008,2023-12-23,350.0,ZAR,paid,eft,2023-12-23,2024-01-22
P_000132,S_000011,U_000008,2024-01-22,350.0,ZAR,paid,eft,2024-01-22,2024-02-21
P_000133,S_000011,U_000008,2024-02-21,350.0,ZAR,paid,eft,2024-02-21,2024-03-22
P_000134,S_000011,U_000008,2024-03-22,350.0,ZAR,paid,paypal,2024-03-22,2024-04-21
P_000135,S_000011,U_000008,2024-04-21,350.0,ZAR,paid,paypal,2024-04-21,2024-05-21
P_000136,S_000011,U_000008,2024-05-21,350.0,ZAR,paid,paypal,2024-05-21,2024-06-20
P_000137,S_000011,U_000008,2024-06-20,350.0,ZAR,paid,eft,2024-06-20,2024-07-20
P_000138,S_000011,U_000008,2024-07-20,350.0,ZAR,paid,paypal,2024-07-20,2024-08-19
P_000139,S_000011,U_000008,2024-08-19,350.0,ZAR,paid,paypal,2024-08-19,2024-09-18
P_000140,S_000011,U_000008,2024-09-18,350.0,ZAR,paid,paypal,2024-09-18,2024-10-18
P_000141,S_000011,U_000008,2024-10-18,350.0,ZAR,paid,paypal,2024-10-18,2024-11-17
P_000142,S_000011,U_000008,2024-11-17,0.0,ZAR,failed,card,2024-11-17,2024-12-17
P_000143,S_000011,U_000008,2024-12-17,350.0,ZAR,paid,card,2024-12-17,2025-01-16
P_000144,S_000012,U_000008,2023-03-28,350.0,ZAR,paid,card,2023-03-28,2023-04-27
P_000145,S_000012,U_000008,2023-04-27,350.0,ZAR,paid,eft,2023-04-27,2023-05-27
P_000146,S_000012,U_000008,2023-05-27,350.0,ZAR,paid,eft,2023-05-27,2023-06-26
P_000147,S_000012,U_000008,2023-06-26,350.0,ZAR,paid,paypal,2023-06-26,2023-07-26
P_000148,S_000012,U_000008,2023-07-26,350.0,ZAR,paid,eft,2023-07-26,2023-08-25
P_000149,S_000012,U_000008,2023-08-25,350.0,ZAR,paid,card,2023-08-25,2023-09-24
P_000150,S_000012,U_000008,2023-09-24,350.0,ZAR,paid,eft,2023-09-24,2023-10-24
P_000151,S_000012,U_000008,2023-10-24,350.0,ZAR,paid,card,2023-10-24,2023-11-23
P_000152,S_000012,U_000008,2023-11-23,350.0,ZAR,paid,card,2023-11-23,2023-12-23
P_000153,S_000012,U_000008,2023-12-23,350.0,ZAR,paid,card,2023-12-23,2024-01-22
P_000154,S_000012,U_000008,2024-01-22,350.0,ZAR,paid,eft,2024-01-22,2024-02-21
P_000155,S_000012,U_000008,2024-02-21,350.0,ZAR,paid,paypal,2024-02-21,2024-03-22
P_000156,S_000012,U_000008,2024-03-22,350.0,ZAR,paid,eft,2024-03-22,2024-04-21
P_000157,S_000012,U_000008,2024-04-21,350.0,ZAR,paid,card,2024-04-21,2024-05-21
P_000158,S_000013,U_000009,2023-07-24,0.0,ZAR,refunded,eft,2023-07-24,2023-08-23
P_000159,S_000013,U_000009,2023-08-23,150.0,ZAR,paid,card,2023-08-23,2023-09-22
P_000160,S_000013,U_000009,2023-09-22,150.0,ZAR,paid,paypal,2023-09-22,2023-10-22
P_000161,S_000013,U_000009,2023-10-22,150.0,ZAR,paid,paypal,2023-10-22,2023-11-21
P_000162,S_000013,U_000009,2023-11-21,150.0,ZAR,paid,paypal,2023-11-21,2023-12-21
P_000163,S_000013,U_000009,2023-12-21,150.0,ZAR,paid,card,2023-12-21,2024-01-20
P_000164,S_000013,U_000009,2024-01-20,0.0,ZAR,failed,eft,2024-01-20,2024-02-19
P_000165,S_000014,U_000010,2024-05-15,150.0,ZAR,paid,card,2024-05-15,2024-06-14
P_000166,S_000014,U_000010,2024-06-14,150.0,ZAR,paid,eft,2024-06-14,2024-07-14
P_000167,S_000014,U_000010,2024-07-14,0.0,ZAR,failed,card,2024-07-14,2024-08-13
P_000168,S_000014,U_000010,2024-08-13,150.0,ZAR,paid,card,2024-08-13,2024-09-12
P_000169,S_000014,U_000010,2024-09-12,0.0,ZAR,refunded,paypal,2024-09-12,2024-10-12
P_000170,S_000014,U_000010,2024-10-12,150.0,ZAR,paid,paypal,2024-10-12,2024-11-11
P_000171,S_000014,U_000010,2024-11-11,150.0,ZAR,paid,card,2024-11-11,2024-12-11
P_000172,S_000014,U_000010,2024-12-11,150.0,ZAR,paid,card,2024-12-11,2025-01-10
P_000173,S_000015,U_000010,2024-05-15,150.0,ZAR,paid,paypal,2024-05-15,2024-06-14
P_000174,S_000015,U_000010,2024-06-14,0.0,ZAR,failed,card,2024-06-14,2024-07-14
P_000175,S_000015,U_000010,2024-07-14,0.0,ZAR,failed,card,2024-07-14,2024-08-13
P_000176,S_000015,U_000010,2024-08-13,150.0,ZAR,paid,paypal,2024-08-13,2024-09-12
P_000177,S_000015,U_000010,2024-09-12,150.0,ZAR,paid,eft,2024-09-12,2024-10-12
P_000178,S_000015,U_000010,2024-10-12,0.0,ZAR,failed,card,2024-10-12,2024-11-11
P_000179,S_000015,U_000010,2024-11-11,150.0,ZAR,paid,paypal,2024-11-11,2024-12-11
P_000180,S_000015,U_000010,2024-12-11,0.0,ZAR,refunded,paypal,2024-12-11,2025-01-10
P_000181,S_000016,U_000011,2022-11-15,0.0,ZAR,refunded,paypal,2022-11-15,2022-12-15
P_000182,S_000016,U_000011,2022-12-15,150.0,ZAR,paid,card,2022-12-15,2023-01-14
P_000183,S_000016,U_000011,2023-01-14,150.0,ZAR,paid,card,2023-01-14,2023-02-13
P_000184,S_000017,U_000012,2022-07-29,0.0,ZAR,refunded,card,2022-07-29,2022-08-28
P_000185,S_000017,U_000012,2022-08-28,350.0,ZAR,paid,paypal,2022-08-28,2022-09-27
P_000186,S_000017,U_000012,2022-09-27,0.0,ZAR,failed,eft,2022-09-27,2022-10-27
P_000187,S_000017,U_000012,2022-10-27,350.0,ZAR,paid,card,2022-10-27,2022-11-26
P_000188,S_000017,U_000012,2022-11-26,0.0,ZAR,refunded,card,2022-11-26,2022-12-26
P_000189,S_000017,U_000012,2022-12-26,350.0,ZAR,paid,card,2022-12-26,2023-01-25
P_000190,S_000017,U_000012,2023-01-25,350.0,ZAR,paid,paypal,2023-01-25,2023-02-24
P_000191,S_000017,U_000012,2023-02-24,350.0,ZAR,paid,paypal,2023-02-24,2023-03-26
P_000192,S_000017,U_000012,2023-03-26,350.0,ZAR,paid,paypal,2023-03-26,2023-04-25
P_000193,S_000017,U_000012,2023-04-25,350.0,ZAR,paid,paypal,2023-04-25,2023-05-25
P_000194,S_000017,U_000012,2023-05-25,350.0,ZAR,paid,card,2023-05-25,2023-06-24
P_000195,S_000017,U_000012,2023-06-24,350.0,ZAR,paid,eft,2023-06-24,2023-07-24
P_000196,S_000017,U_000012,2023-07-24,350.0,ZAR,paid,paypal,2023-07-24,2023-08-23
P_000197,S_000017,U_000012,2023-08-23,0.0,ZAR,failed,eft,2023-08-23,2023-09-22
P_000198,S_000017,U_000012,2023-09-22,350.0,ZAR,paid,card,2023-09-22,2023-10-22
P_000199,S_000017,U_000012,2023-10-22,350.0,ZAR,paid,card,2023-10-22,2023-11-21
P_000200,S_000017,U_000012,2023-11-21,350.0,ZAR,paid,eft,2023-11-21,2023-12-21
P_000201,S_000017,U_000012,2023-12-21,0.0,ZAR,failed,card,2023-12-21,2024-01-20
P_000202,S_000017,U_000012,2024-01-20,0.0,ZAR,refunded,eft,2024-01-20,2024-02-19
P_000203,S_000018,U_000012,2024-02-26,0.0,ZAR,failed,paypal,2024-02-26,2024-03-27
P_000204,S_000018,U_000012,2024-03-27,0.0,ZAR,failed,card,2024-03-27,2024-04-26
P_000205,S_000018,U_000012,2024-04-26,0.0,ZAR,refunded,paypal,2024-04-26,2024-05-26
P_000206,S_000018,U_000012,2024-05-26,350.0,ZAR,paid,paypal,2024-05-26,2024-06-25
P_000207,S_000018,U_000012,2024-06-25,350.0,ZAR,paid,card,2024-06-25,2024-07-25
P_000208,S_000018,U_000012,2024-07-25,350.0,ZAR,paid,paypal,2024-07-25,2024-08-24
P_000209,S_000018,U_000012,2024-08-24,350.0,ZAR,paid,paypal,2024-08-24,2024-09-23
P_000210,S_000018,U_000012,2024-09-23,350.0,ZAR,paid,card,2024-09-23,2024-10-23
P_000211,S_000019,U_000013,2022-07-18,0.0,ZAR,failed,paypal,2022-07-18,2022-08-17
P_000212,S_000019,U_000013,2022-08-17,900.0,ZAR,paid,paypal,2022-08-17,2022-09-16
P_000213,S_000019,U_000013,2022-09-16,900.0,ZAR,paid,eft,2022-09-16,2022-10-16
P_000214,S_000019,U_000013,2022-10-16,900.0,ZAR,paid,paypal,2022-10-16,2022-11-15
P_000215,S_000020,U_000014,2023-06-26,150.0,ZAR,paid,eft,2023-06-26,2023-07-26
P_000216,S_000020,U_000014,2023-07-26,150.0,ZAR,paid,eft,2023-07-26,2023-08-25
P_000217,S_000020,U_000014,2023-08-25,150.0,ZAR,paid,card,2023-08-25,2023-09-24
P_000218,S_000020,U_000014,2023-09-24,150.0,ZAR,paid,card,2023-09-24,2023-10-24
P_000219,S_000020,U_000014,2023-10-24,150.0,ZAR,paid,paypal,2023-10-24,2023-11-23
P_000220,S_000020,U_000014,2023-11-23,150.0,ZAR,paid,paypal,2023-11-23,2023-12-23
P_000221,S_000020,U_000014,2023-12-23,0.0,ZAR,refunded,paypal,2023-12-23,2024-01-22
P_000222,S_000021,U_000014,2024-02-12,0.0,ZAR,refunded,card,2024-02-12,2024-03-13
P_000223,S_000021,U_000014,2024-03-13,150.0,ZAR,paid,eft,2024-03-13,2024-04-12
P_000224,S_000022,U_000015,2022-09-13,150.0,ZAR,paid,paypal,2022-09-13,2022-10-13
P_000225,S_000022,U_000015,2022-10-13,150.0,ZAR,paid,eft,2022-10-13,2022-11-12
P_000226,S_000022,U_000015,2022-11-12,150.0,ZAR,paid,card,2022-11-12,2022-12-12
P_000227,S_000022,U_000015,2022-12-12,150.0,ZAR,paid,card,2022-12-12,2023-01-11
P_000228,S_000022,U_000015,2023-01-11,150.0,ZAR,paid,eft,2023-01-11,2023-02-10
P_000229,S_000022,U_000015,2023-02-10,150.0,ZAR,paid,card,2023-02-10,2023-03-12
P_000230,S_000022,U_000015,2023-03-12,150.0,ZAR,paid,paypal,2023-03-12,2023-04-11
P_000231,S_000022,U_000015,2023-04-11,150.0,ZAR,paid,paypal,2023-04-11,2023-05-11
P_000232,S_000022,U_000015,2023-05-11,150.0,ZAR,paid,card,2023-05-11,2023-06-10
P_000233,S_000022,U_000015,2023-06-10,150.0,ZAR,paid,eft,2023-06-10,2023-07-10
P_000234,S_000022,U_000015,2023-07-10,150.0,ZAR,paid,eft,2023-07-10,2023-08-09
P_000235,S_000022,U_000015,2023-08-09,150.0,ZAR,paid,eft,2023-08-09,2023-09-08
P_000236,S_000022,U_000015,2023-09-08,150.0,ZAR,paid,paypal,2023-09-08,2023-10-08
P_000237,S_000022,U_000015,2023-10-08,150.0,ZAR,paid,eft,2023-10-08,2023-11-07
P_000238,S_000023,U_000015,2023-11-24,0.0,ZAR,failed,card,2023-11-24,2023-12-24
P_000239,S_000023,U_000015,2023-12-24,150.0,ZAR,paid,eft,2023-12-24,2024-01-23
P_000240,S_000023,U_000015,2024-01-23,150.0,ZAR,paid,paypal,2024-01-23,2024-02-22
P_000241,S_000023,U_000015,2024-02-22,150.0,ZAR,paid,paypal,2024-02-22,2024-03-23
P_000242,S_000023,U_000015,2024-03-23,150.0,ZAR,paid,paypal,2024-03-23,2024-04-22
P_000243,S_000023,U_000015,2024-04-22,150.0,ZAR,paid,paypal,2024-04-22,2024-05-22
P_000244,S_000023,U_000015,2024-05-22,150.0,ZAR,paid,paypal,2024-05-22,2024-06-21
P_000245,S_000023,U_000015,2024-06-21,0.0,ZAR,failed,eft,2024-06-21,2024-07-21
P_000246,S_000023,U_000015,2024-07-21,150.0,ZAR,paid,paypal,2024-07-21,2024-08-20
P_000247,S_000023,U_000015,2024-08-20,150.0,ZAR,paid,paypal,2024-08-20,2024-09-19
P_000248,S_000024,U_000016,2023-08-24,0.0,ZAR,refunded,paypal,2023-08-24,2023-09-23
P_000249,S_000024,U_000016,2023-09-23,350.0,ZAR,paid,card,2023-09-23,2023-10-23
P_000250,S_000024,U_000016,2023-10-23,350.0,ZAR,paid,card,2023-10-23,2023-11-22
P_000251,S_000024,U_000016,2023-11-22,350.0,ZAR,paid,paypal,2023-11-22,2023-12-22
P_000252,S_000024,U_000016,2023-12-22,350.0,ZAR,paid,eft,2023-12-22,2024-01-21
P_000253,S_000024,U_000016,2024-01-21,350.0,ZAR,paid,eft,2024-01-21,2024-02-20
P_000254,S_000024,U_000016,2024-02-20,0.0,ZAR,failed,eft,2024-02-20,2024-03-21
P_000255,S_000024,U_000016,2024-03-21,350.0,ZAR,paid,eft,2024-03-21,2024-04-20
P_000256,S_000024,U_000016,2024-04-20,350.0,ZAR,paid,eft,2024-04-20,2024-05-20
P_000257,S_000024,U_000016,2024-05-20,0.0,ZAR,failed,card,2024-05-20,2024-06-19
P_000258,S_000024,U_000016,2024-06-19,350.0,ZAR,paid,paypal,2024-06-19,2024-07-19
P_000259,S_000024,U_000016,2024-07-19,350.0,ZAR,paid,card,2024-07-19,2024-08-18
P_000260,S_000024,U_000016,2024-08-18,350.0,ZAR,paid,card,2024-08-18,2024-09-17
P_000261,S_000024,U_000016,2024-09-17,350.0,ZAR,paid,eft,2024-09-17,2024-10-17
P_000262,S_000024,U_000016,2024-10-17,350.0,ZAR,paid,card,2024-10-17,2024-11-16
P_000263,S_000024,U_000016,2024-11-16,350.0,ZAR,paid,card,2024-11-16,2024-12-16
P_000264,S_000025,U_000016,2024-12-23,150.0,ZAR,paid,paypal,2024-12-23,2025-01-22
P_000265,S_000026,U_000017,2023-01-29,350.0,ZAR,paid,eft,2023-01-29,2023-02-28
P_000266,S_000026,U_000017,2023-02-28,0.0,ZAR,failed,paypal,2023-02-28,2023-03-30
P_000267,S_000026,U_000017,2023-03-30,0.0,ZAR,failed,card,2023-03-30,2023-04-29
P_000268,S_000026,U_000017,2023-04-29,350.0,ZAR,paid,card,2023-04-29,2023-05-29
P_000269,S_000026,U_000017,2023-05-29,0.0,ZAR,refunded,eft,2023-05-29,2023-06-28
P_000270,S_000026,U_000017,2023-06-28,350.0,ZAR,paid,eft,2023-06-28,2023-07-28
P_000271,S_000026,U_000017,2023-07-28,0.0,ZAR,failed,eft,2023-07-28,2023-08-27
P_000272,S_000026,U_000017,2023-08-27,350.0,ZAR,paid,paypal,2023-08-27,2023-09-26
