user_id,event_date,event_type
U00005,2023-06-18,login
U00005,2024-08-28,support_ticket
U00005,2023-08-19,support_ticket
U00005,2023-12-14,feature_use
U00005,2024-06-16,support_ticket
U00005,2024-03-29,feature_use
U00005,2023-10-24,support_ticket
U00005,2023-06-27,support_ticket
U00005,2024-11-27,support_ticket
U00005,2023-09-17,feature_use
U00005,2024-09-18,support_ticket
U00005,2024-03-15,login
U00005,2024-05-18,login
U00005,2023-12-24,login
U00005,2024-01-11,support_ticket
U00005,2024-08-01,feature_use
U00005,2023-05-30,login
U00005,2024-02-21,support_ticket
U00005,2023-09-14,feature_use
U00005,2024-01-18,login
U00005,2023-06-27,support_ticket
U00005,2024-09-12,support_ticket
U00005,2023-10-20,feature_use
U00005,2023-08-14,login
U00005,2023-10-23,feature_use
U00005,2023-08-16,support_ticket
U00005,2024-04-25,support_ticket
U00005,2023-07-15,login
U00005,2024-05-13,support_ticket
U00005,2023-10-19,support_ticket
U00005,2024-11-14,login
U00005,2023-09-20,feature_use
U00006,2023-04-20,support_ticket
U00006,2023-06-22,feature_use
U00006,2022-08-10,login
U00006,2023-08-23,feature_use
U00006,2022-04-12,feature_use
U00006,2021-09-29,feature_use
U00006,2023-12-24,support_ticket
U00006,2023-03-06,support_ticket
U00006,2024-04-09,login
U00006,2024-09-13,login
U00006,2024-07-28,feature_use
U00006,2023-05-04,support_ticket
U00006,2024-02-25,feature_use
U00006,2024-11-18,support_ticket
U00006,2022-06-04,login
U00006,2024-07-02,login
U00006,2024-01-17,feature_use
U00006,2023-01-01,support_ticket
U00006,2023-08-01,feature_use
U00007,2024-12-02,support_ticket
U00007,2024-07-17,feature_use
U00007,2024-11-10,login
U00007,2023-11-10,support_ticket
U00007,2024-05-05,support_ticket
U00008,2024-08-06,support_ticket
U00008,2024-03-27,support_ticket
U00008,2024-11-25,feature_use
U00008,2024-05-31,support_ticket
U00008,2024-11-04,support_ticket
U00008,2024-05-12,support_ticket
U00008,2024-07-17,feature_use
U00008,2024-09-20,support_ticket
U00008,2024-08-06,login
U00008,2024-04-13,support_ticket
U00008,2024-03-29,login
U00008,2024-04-30,login
U00008,2024-03-11,login
U00008,2024-04-18,feature_use
U00008,2024-06-01,login
U00008,2024-03-11,support_ticket
U00008,2024-09-09,support_ticket
U00008,2024-10-31,support_ticket
U00008,2024-12-22,feature_use
U00008,2024-03-20,feature_use
U00009,2024-09-10,login
U00009,2024-10-15,support_ticket
U00009,2024-12-26,login
U00009,2024-12-20,support_ticket
U00009,2024-09-07,feature_use
U00009,2024-12-07,feature_use
U00009,2024-09-06,support_ticket
U00009,2024-10-30,support_ticket
U00009,2024-09-02,support_ticket
U00009,2024-09-10,feature_use
U00009,2024-09-11,login
U00009,2024-09-16,login
U00009,2024-10-21,support_ticket
U00009,2024-11-29,login
U00009,2024-10-11,support_ticket
U00009,2024-10-25,support_ticket
U00009,2024-10-07,support_ticket
U00009,2024-12-07,support_ticket
U00009,2024-09-19,support_ticket
U00010,2023-03-29,support_ticket
U00010,2023-07-10,support_ticket
U00010,2024-02-07,feature_use
U00010,2024-09-17,login
U00010,2022-09-14,login
U00010,2023-10-12,feature_use
U00010,2023-08-26,feature_use
U00010,2024-01-30,login
U00010,2023-09-25,support_ticket
U00010,2023-06-24,feature_use
U00010,2024-10-07,feature_use
U00010,2023-10-12,feature_use
U00010,2024-08-09,feature_use
U00010,2023-05-24,support_ticket
U00010,2023-06-11,support_ticket
U00010,2023-02-22,support_ticket
U00010,2022-11-29,support_ticket
U00010,2023-10-07,login
U00010,2023-04-16,support_ticket
U00010,2024-10-31,support_ticket
U00010,2022-12-13,feature_use
U00010,2024-12-06,feature_use
U00010,2023-06-29,feature_use
U00010,2022-03-28,support_ticket
U00010,2022-05-02,feature_use
U00010,2023-11-28,login
U00010,2023-09-09,login
U00010,2024-09-24,feature_use
U00010,2022-04-03,feature_use
U00010,2024-12-30,login
U00010,2022-11-02,feature_use
U00010,2022-04-19,support_ticket
U00010,2024-07-17,feature_use
U00010,2024-10-24,support_ticket
U00010,2023-09-02,support_ticket
U00010,2023-11-02,support_ticket
U00010,2022-09-02,login
U00010,2022-05-05,feature_use
U00010,2023-03-27,login
U00010,2022-08-16,feature_use
U00010,2023-04-07,support_ticket
U00011,2023-03-19,feature_use
U00011,2024-10-31,feature_use
U00011,2022-10-26,support_ticket
U00011,2023-09-06,support_ticket
U00011,2023-03-03,support_ticket
U00011,2022-10-11,support_ticket
U00011,2023-06-21,feature_use
U00011,2023-01-17,feature_use
U00011,2024-11-15,support_ticket
U00011,2024-07-12,support_ticket
U00011,2024-11-09,login
U00011,2024-03-24,support_ticket
U00011,2023-05-27,login
U00011,2024-08-10,support_ticket
U00011,2023-08-18,login
U00011,2024-09-29,login
U00011,2024-09-20,feature_use
U00011,2023-07-15,feature_use
U00011,2023-09-23,login
U00011,2024-12-30,login
U00012,2024-11-30,support_ticket
U00012,2024-12-24,login
U00012,2024-12-19,support_ticket
U00012,2024-12-02,feature_use
U00012,2024-12-09,feature_use
U00012,2024-12-14,login
U00012,2024-12-03,support_ticket
U00012,2024-12-25,feature_use
U00012,2024-12-05,login
U00012,2024-12-27,feature_use
U00012,2024-12-25,login
U00012,2024-12-08,feature_use
U00012,2024-12-05,feature_use
U00012,2024-12-03,support_ticket
U00012,2024-12-25,feature_use
U00012,2024-12-05,feature_use
U00012,2024-12-27,support_ticket
U00012,2024-12-08,login
U00012,2024-12-30,support_ticket
U00012,2024-12-12,feature_use
U00012,2024-12-25,support_ticket
U00012,2024-12-12,support_ticket
U00012,2024-12-15,login
U00012,2024-12-04,feature_use
U00012,2024-12-27,feature_use
U00012,2024-12-05,login
U00012,2024-12-26,feature_use
U00012,2024-12-23,feature_use
U00012,2024-12-12,feature_use
U00012,2024-12-22,support_ticket
U00012,2024-12-01,feature_use
U00012,2024-12-10,feature_use
U00012,2024-12-28,support_ticket
U00012,2024-12-09,feature_use
U00012,2024-12-02,login
U00012,2024-12-12,support_ticket
U00012,2024-12-23,login
U00012,2024-12-05,login
U00012,2024-12-03,login
U00012,2024-12-09,feature_use
U00012,2024-11-30,feature_use
U00012,2024-12-07,feature_use
U00012,2024-12-28,feature_use
U00012,2024-12-01,feature_use
U00012,2024-12-13,support_ticket
U00012,2024-12-13,login
U00013,2024-01-10,feature_use
U00013,2024-02-05,feature_use
U00013,2024-04-21,support_ticket
U00013,2022-12-15,support_ticket
U00013,2024-07-08,support_ticket
U00013,2022-08-11,feature_use
U00013,2024-03-11,support_ticket
U00013,2024-01-14,login
U00013,2023-04-11,login
U00013,2022-09-23,feature_use
U00013,2023-02-14,support_ticket
U00013,2024-04-16,feature_use
U00013,2022-09-16,feature_use
U00013,2024-05-24,login
U00013,2022-09-30,feature_use
U00013,2024-05-30,feature_use
U00013,2024-06-01,support_ticket
U00013,2023-07-27,login
U00013,2022-08-12,feature_use
U00013,2024-12-28,support_ticket
U00013,2023-08-23,login
U00013,2023-08-17,support_ticket
U00013,2024-07-19,login
U00013,2023-06-12,feature_use
U00013,2024-12-27,support_ticket
U00013,2024-01-19,login
U00013,2023-01-30,login
U00013,2023-12-18,feature_use
U00013,2024-02-18,support_ticket
U00013,2022-08-15,login
U00013,2023-04-03,support_ticket
U00013,2023-06-01,feature_use
U00013,2023-12-07,feature_use
U00013,2024-08-24,login
U00013,2022-08-11,feature_use
U00013,2024-06-23,feature_use
U00013,2023-07-22,support_ticket
U00013,2023-05-29,login
U00013,2023-12-19,feature_use
U00014,2024-08-22,feature_use
U00014,2023-12-22,login
U00014,2024-06-11,feature_use
U00014,2023-07-09,login
U00014,2023-11-05,feature_use
U00014,2024-09-23,login
U00014,2023-02-18,support_ticket
U00014,2023-12-17,support_ticket
U00015,2024-11-06,support_ticket
U00015,2023-10-08,feature_use
U00015,2023-10-22,support_ticket
U00015,2023-07-24,feature_use
U00015,2024-01-03,support_ticket
U00015,2024-01-21,feature_use
U00015,2024-08-26,login
U00015,2023-09-17,support_ticket
U00015,2023-07-09,support_ticket
U00015,2024-08-25,support_ticket
U00015,2023-09-13,login
U00015,2023-12-31,support_ticket
U00015,2024-08-07,login
U00015,2024-05-03,login
U00015,2024-12-20,support_ticket
U00015,2023-07-29,feature_use
U00015,2023-04-28,support_ticket
U00015,2024-08-16,support_ticket
U00015,2023-06-19,login
U00015,2024-01-09,login
U00015,2023-03-20,feature_use
U00015,2024-04-16,feature_use
U00015,2023-12-25,feature_use
U00015,2024-12-01,support_ticket
U00015,2023-11-25,login
U00015,2023-08-29,login
U00015,2023-07-02,login
U00015,2023-03-16,support_ticket
U00015,2024-11-10,feature_use
U00015,2024-10-30,support_ticket
U00015,2024-11-06,login
U00015,2024-10-20,login
U00015,2023-10-12,support_ticket
U00015,2023-03-16,feature_use
U00015,2023-05-10,support_ticket
U00015,2024-06-20,login
U00015,2024-07-16,support_ticket
U00015,2024-06-12,support_ticket
U00015,2024-12-14,feature_use
U00015,2023-08-25,feature_use
U00015,2024-07-05,feature_use
U00015,2023-07-08,login
U00015,2023-09-03,login
U00015,2023-03-23,feature_use
U00015,2023-03-05,feature_use
U00015,2024-04-15,login
U00015,2023-09-13,login
U00015,2023-04-26,login
U00016,2024-08-28,feature_use
U00016,2024-11-09,feature_use
U00016,2024-03-18,login
U00016,2024-02-16,feature_use
U00016,2023-01-17,support_ticket
U00016,2024-12-27,feature_use
U00016,2024-12-12,feature_use
U00016,2024-01-13,support_ticket
U00016,2024-07-13,support_ticket
U00016,2024-06-07,support_ticket
U00016,2024-09-22,support_ticket
U00016,2023-01-14,support_ticket
U00016,2023-03-27,feature_use
U00016,2024-03-17,login
U00016,2023-08-14,support_ticket
U00016,2024-06-08,feature_use
U00016,2024-12-27,login
U00016,2024-06-29,feature_use
U00016,2024-05-17,support_ticket
U00016,2023-01-25,login
U00016,2023-09-30,feature_use
U00016,2024-01-17,feature_use
U00016,2023-09-24,feature_use
U00016,2023-05-25,feature_use
U00016,2023-10-03,support_ticket
U00016,2023-01-30,support_ticket
U00016,2024-05-18,login
U00016,2024-03-24,support_ticket
U00016,2024-03-12,login
U00016,2024-12-14,support_ticket
U00016,2023-03-31,login
U00016,2024-07-27,support_ticket
U00016,2024-06-17,login
U00017,2023-07-24,feature_use
U00017,2023-10-09,login
U00017,2022-03-31,feature_use
U00017,2024-07-20,support_ticket
U00017,2022-05-17,feature_use
U00017,2021-09-30,feature_use
U00017,2023-01-22,support_ticket
U00017,2024-11-17,support_ticket
U00017,2022-02-28,support_ticket
U00017,2021-12-08,login
U00017,2021-11-18,support_ticket
U00017,2023-10-06,support_ticket
U00017,2023-04-12,login
U00017,2024-03-06,support_ticket
U00017,2023-05-25,support_ticket
U00017,2024-02-10,support_ticket
U00017,2022-02-20,feature_use
U00017,2024-04-30,feature_use
U00017,2021-06-27,login
U00017,2023-02-14,support_ticket
U00017,2024-12-09,login
U00017,2022-02-25,login
U00017,2022-03-31,support_ticket
U00017,2021-07-13,feature_use
U00017,2022-12-20,feature_use
U00017,2023-09-29,feature_use
U00017,2024-10-02,login
U00017,2021-11-25,login
U00017,2022-05-19,login
U00017,2024-09-25,feature_use
U00018,2024-04-09,feature_use
U00018,2024-06-30,support_ticket
U00018,2021-09-24,support_ticket
U00018,2024-06-19,login
U00018,2022-12-01,support_ticket
U00019,2024-10-05,feature_use
U00019,2024-09-01,feature_use
U00019,2024-03-16,support_ticket
U00019,2024-12-08,login
U00019,2024-06-09,support_ticket
U00019,2024-06-26,support_ticket
U00019,2024-12-22,support_ticket
U00019,2024-05-21,login
U00019,2024-05-09,login
U00019,2024-03-04,support_ticket
U00019,2024-08-01,login
U00019,2024-04-19,login
U00019,2024-11-26,support_ticket
U00019,2024-07-06,feature_use
U00019,2024-03-20,login
U00019,2024-03-31,feature_use
U00019,2024-05-06,login
U00019,2024-06-29,support_ticket
U00019,2024-12-05,support_ticket
U00019,2024-11-18,login
U00019,2024-09-25,support_ticket
U00019,2024-11-27,feature_use
U00019,2024-02-23,login
U00019,2024-07-07,feature_use
U00019,2024-08-11,feature_use
U00019,2024-03-10,feature_use
U00019,2024-11-12,login
U00019,2024-07-03,feature_use
U00019,2024-04-13,login
U00019,2024-06-24,feature_use
U00019,2024-10-31,feature_use
U00019,2024-10-30,login
U00019,2024-05-22,support_ticket
U00019,2024-03-05,login
U00019,2024-11-23,support_ticket
U00019,2024-12-23,support_ticket
U00019,2024-03-20,feature_use
U00019,2024-12-10,support_ticket
U00019,2024-07-01,feature_use
U00019,2024-12-12,feature_use
U00019,2024-06-16,support_ticket
U00019,2024-11-25,support_ticket
U00019,2024-08-04,login
U00019,2024-12-15,support_ticket
U00019,2024-10-16,support_ticket
U00019,2024-12-24,feature_use
U00019,2024-10-14,login
U00020,2024-08-18,support_ticket
U00020,2024-09-02,login
U00020,2024-06-20,login
U00020,2024-06-26,feature_use
U00020,2024-11-27,login
U00020,2024-12-25,login
U00020,2024-11-24,feature_use
U00020,2024-10-03,login
U00020,2024-09-13,feature_use
U00020,2024-11-10,support_ticket
U00020,2024-08-13,login
U00020,2024-11-30,login
U00020,2024-12-13,feature_use
U00020,2024-08-24,login
U00020,2024-09-06,feature_use
U00020,2024-10-27,support_ticket
U00020,2024-09-10,login
U00020,2024-07-19,support_ticket
U00020,2024-09-13,feature_use
U00020,2024-09-29,support_ticket
U00020,2024-11-12,support_ticket
U00020,2024-06-27,login
U00020,2024-08-08,feature_use
U00020,2024-09-14,support_ticket
U00020,2024-10-20,feature_use
U00020,2024-06-29,support_ticket
U00020,2024-07-24,feature_use
U00020,2024-07-29,support_ticket
U00020,2024-10-15,support_ticket
U00020,2024-09-13,feature_use
U00020,2024-10-03,support_ticket
U00020,2024-07-04,support_ticket
U00020,2024-09-04,support_ticket
U00020,2024-12-22,support_ticket
U00020,2024-09-08,support_ticket
U00020,2024-11-04,login
U00020,2024-08-12,support_ticket
U00020,2024-12-12,feature_use
U00020,2024-09-18,login
U00020,2024-07-28,feature_use
U00020,2024-06-27,feature_use
U00020,2024-09-24,support_ticket
U00020,2024-11-03,login
U00020,2024-11-13,support_ticket
U00021,2023-02-16,support_ticket
U00021,2022-09-25,feature_use
U00021,2023-11-04,support_ticket
U00021,2022-04-03,feature_use
U00021,2024-05-25,login
U00021,2024-11-11,login
U00021,2024-02-29,feature_use
U00021,2023-10-10,login
U00021,2023-10-10,login
U00021,2022-09-15,feature_use
U00021,2022-04-15,login
U00021,2022-08-06,feature_use
U00021,2024-11-30,login
U00021,2024-10-13,support_ticket
U00021,2022-12-10,login
U00021,2023-12-26,feature_use
U00021,2023-10-26,feature_use
U00021,2022-11-18,login
U00021,2024-12-21,support_ticket
U00021,2022-10-27,login
U00021,2022-04-13,feature_use
U00021,2024-04-01,support_ticket
U00021,2022-09-23,login
U00021,2023-10-27,login
U00021,2022-07-26,feature_use
U00021,2024-09-11,login
U00021,2022-08-28,support_ticket
U00021,2023-10-30,login
U00021,2023-10-30,support_ticket
U00022,2024-10-27,login
U00022,2024-10-10,feature_use
U00022,2024-10-21,support_ticket
U00022,2024-10-26,feature_use
U00022,2024-12-10,login
U00022,2024-10-20,login
U00022,2024-10-06,feature_use
U00022,2024-09-30,login
U00022,2024-12-04,support_ticket
U00022,2024-11-20,login
U00022,2024-10-12,support_ticket
U00022,2024-10-30,support_ticket
U00022,2024-10-26,feature_use
U00022,2024-10-04,support_ticket
U00022,2024-12-27,feature_use
U00022,2024-11-28,login
U00022,2024-10-07,login
U00022,2024-10-25,support_ticket
U00023,2024-06-24,feature_use
U00023,2021-09-24,login
U00023,2021-08-11,feature_use
U00023,2021-09-24,login
U00023,2023-08-07,login
U00023,2021-12-06,feature_use
U00023,2023-08-24,login
U00023,2024-10-15,support_ticket
U00023,2024-12-23,support_ticket
U00023,2023-12-13,support_ticket
U00023,2023-06-11,feature_use
U00023,2023-04-24,login
U00023,2024-06-09,login
U00023,2024-01-22,support_ticket
U00023,2022-03-09,login
U00023,2024-01-28,login
U00023,2024-01-02,feature_use
U00023,2024-01-22,feature_use
U00023,2022-09-30,login
U00023,2022-04-03,support_ticket
U00023,2022-11-23,feature_use
U00023,2023-08-24,login
U00023,2023-04-20,feature_use
U00023,2023-12-28,feature_use
U00023,2021-08-13,login
U00023,2024-02-11,login
U00024,2024-06-22,feature_use
U00024,2023-08-11,feature_use
U00024,2024-02-09,support_ticket
U00024,2024-09-28,login
U00024,2024-07-22,login
U00024,2024-04-08,support_ticket
U00024,2023-06-07,feature_use
U00024,2024-09-09,support_ticket
U00024,2023-05-01,feature_use
U00024,2024-08-16,feature_use
U00024,2024-04-03,support_ticket
U00024,2024-04-16,login
U00024,2024-11-14,login
U00024,2024-09-01,login
U00024,2024-06-25,feature_use
U00024,2023-04-26,feature_use
U00024,2023-09-19,support_ticket
U00024,2024-10-15,feature_use
U00024,2024-05-08,support_ticket
U00024,2024-02-03,support_ticket
U00024,2023-10-17,login
U00024,2024-12-27,support_ticket
U00024,2023-05-08,support_ticket
U00024,2024-09-27,feature_use
U00024,2023-06-15,support_ticket
U00024,2024-10-20,feature_use
U00024,2024-01-17,support_ticket
U00025,2024-11-15,login
U00025,2024-10-11,feature_use
U00025,2024-08-11,support_ticket
U00025,2024-08-21,support_ticket
U00025,2024-12-24,feature_use
U00025,2024-10-16,feature_use
U00025,2024-08-09,login
U00025,2024-09-18,login
U00025,2024-12-20,support_ticket
U00025,2024-07-25,login
U00025,2024-09-01,feature_use
U00026,2023-11-23,feature_use
U00026,2024-10-20,support_ticket
U00026,2024-04-30,login
U00026,2023-08-27,support_ticket
U00026,2023-12-19,feature_use
U00026,2024-09-03,support_ticket
U00026,2023-12-06,feature_use
U00026,2024-01-16,login
U00026,2024-09-16,login
U00026,2024-10-16,support_ticket
U00026,2024-03-17,login
U00026,2023-11-26,login
U00026,2024-02-11,support_ticket
U00026,2023-03-24,login
U00026,2024-08-24,feature_use
U00026,2023-05-21,feature_use
U00026,2023-03-01,login
U00026,2024-04-15,support_ticket
U00026,2024-09-24,feature_use
U00026,2024-10-30,feature_use
U00026,2024-02-24,feature_use
U00026,2024-02-23,feature_use
U00026,2024-08-09,login
U00026,2024-12-07,login
U00026,2024-05-29,login
U00026,2023-08-09,support_ticket
U00026,2024-02-26,feature_use
U00026,2024-03-31,login
U00026,2023-11-20,support_ticket
U00026,2023-06-06,login
U00026,2023-02-09,login
U00026,2024-11-22,login
U00026,2023-06-25,support_ticket
U00026,2024-06-10,support_ticket
U00026,2024-04-20,login
U00026,2023-04-25,login
U00026,2024-11-16,feature_use
U00026,2024-05-09,support_ticket
U00026,2024-10-08,feature_use
U00027,2024-10-27,feature_use
U00027,2024-12-08,feature_use
U00027,2024-12-13,feature_use
U00027,2024-11-22,feature_use
U00027,2024-11-01,login
U00027,2024-11-27,support_ticket
U00027,2024-10-04,support_ticket
U00027,2024-12-06,support_ticket
U00027,2024-11-03,support_ticket
U00027,2024-12-07,feature_use
U00027,2024-11-25,support_ticket
U00027,2024-12-16,feature_use
U00027,2024-10-08,login
U00027,2024-12-15,feature_use
U00027,2024-11-20,login
U00027,2024-12-17,feature_use
U00027,2024-12-31,login
U00027,2024-10-22,support_ticket
U00027,2024-12-10,feature_use
U00027,2024-12-02,support_ticket
U00027,2024-10-14,support_ticket
U00027,2024-12-21,login
U00027,2024-11-04,feature_use
U00027,2024-12-23,support_ticket
U00027,2024-12-27,support_ticket
U00027,2024-10-13,support_ticket
U00027,2024-12-24,support_ticket
U00027,2024-12-17,feature_use
U00027,2024-12-21,login
U00027,2024-11-16,support_ticket
U00027,2024-10-05,feature_use
U00027,2024-12-01,support_ticket
U00027,2024-12-03,support_ticket
U00027,2024-11-15,feature_use
U00027,2024-11-18,feature_use
U00027,2024-11-10,login
U00027,2024-10-08,support_ticket
U00027,2024-12-19,support_ticket
U00027,2024-11-11,support_ticket
U00027,2024-12-15,feature_use
U00027,2024-10-11,support_ticket
U00027,2024-12-03,support_ticket
U00027,2024-10-25,support_ticket
U00027,2024-10-10,support_ticket
U00028,2024-12-21,support_ticket
U00028,2024-12-09,login
U00028,2024-11-18,feature_use
U00028,2024-11-05,login
U00028,2024-12-02,login
U00028,2024-12-24,feature_use
U00028,2024-11-16,login
U00028,2024-12-09,feature_use
U00028,2024-11-17,feature_use
U00028,2024-10-31,support_ticket
U00028,2024-11-07,support_ticket
U00028,2024-11-11,support_ticket
U00028,2024-12-17,login
U00028,2024-12-12,feature_use
U00028,2024-11-23,login
U00028,2024-11-16,support_ticket
U00028,2024-11-15,feature_use
U00028,2024-11-11,support_ticket
U00028,2024-12-25,login
U00028,2024-11-21,login
U00028,2024-12-31,login
U00028,2024-12-08,login
U00028,2024-12-23,feature_use
U00029,2024-10-30,login
U00029,2024-11-13,support_ticket
U00029,2024-09-04,login
U00029,2024-12-18,support_ticket
U00029,2024-10-20,login
U00029,2024-09-29,login
U00029,2024-08-06,login
U00029,2024-11-19,feature_use
U00029,2024-11-22,feature_use
U00029,2024-11-22,support_ticket
U00029,2024-12-07,login
U00029,2024-10-29,support_ticket
U00029,2024-10-31,feature_use
U00029,2024-09-29,login
U00029,2024-12-06,feature_use
U00029,2024-07-27,feature_use
U00029,2024-11-15,feature_use
U00029,2024-10-12,support_ticket
U00029,2024-08-03,login
U00029,2024-12-07,support_ticket
U00029,2024-10-22,feature_use
U00029,2024-12-27,support_ticket
U00029,2024-10-01,feature_use
U00029,2024-10-01,feature_use
U00029,2024-08-18,feature_use
U00029,2024-12-20,feature_use
U00029,2024-11-19,support_ticket
U00029,2024-09-23,support_ticket
U00029,2024-12-21,login
U00029,2024-12-04,feature_use
U00029,2024-09-08,feature_use
U00030,2022-05-27,support_ticket
U00030,2022-05-25,login
U00030,2022-05-29,feature_use
U00030,2022-08-25,support_ticket
U00030,2022-08-31,support_ticket
U00030,2023-08-16,feature_use
U00030,2022-12-27,support_ticket
U00030,2023-03-03,feature_use
U00030,2022-11-30,login
U00030,2022-06-10,support_ticket
U00030,2022-08-19,login
U00030,2024-01-15,support_ticket
U00030,2024-11-17,login
U00030,2024-01-20,support_ticket
U00030,2022-09-18,support_ticket
U00030,2022-09-16,login
U00030,2024-10-09,support_ticket
U00030,2022-09-27,feature_use
U00030,2024-03-19,support_ticket
U00030,2023-12-17,login
U00030,2024-11-19,login
U00030,2024-04-28,login
U00030,2023-01-31,feature_use
U00030,2023-09-07,support_ticket
U00030,2024-12-30,login
U00030,2024-03-01,feature_use
U00030,2024-12-16,feature_use
U00030,2024-07-12,feature_use
U00030,2024-04-24,support_ticket
U00030,2024-07-13,feature_use
U00030,2023-02-04,login
U00030,2024-07-24,login
U00030,2023-02-24,login
U00030,2023-06-12,feature_use
U00030,2023-04-22,login
U00030,2023-02-05,feature_use
U00030,2022-11-15,feature_use
U00030,2022-07-27,feature_use
U00030,2024-12-22,login
U00030,2024-01-31,feature_use
U00031,2024-12-08,feature_use
U00031,2023-06-08,login
U00031,2024-08-23,feature_use
U00031,2023-09-28,support_ticket
U00031,2024-12-06,login
U00031,2024-05-14,support_ticket
U00031,2023-11-09,login
U00031,2023-03-24,login
U00031,2023-04-30,support_ticket
U00031,2023-10-31,feature_use
U00031,2023-03-08,feature_use
U00031,2023-07-19,support_ticket
U00031,2024-12-03,login
U00031,2023-03-27,support_ticket
